OrganizationNumber,OrganizationName,boro_name,Fax,Phone,URL,latitude,longitude,Census Tract,Address1,City,Postcode,focus1,focus2,focus3,focus4,focus5,focus6,focus7,focus8,focus9,focus10,focus11,focus12,focus13,focus14,fofcus15,focus16,focus17,focus18,focus19,focus20,focus21,focus22,focus23
984,Queens County Neuropsychiatric Institute,QUEENS,7183354731,7183353434,,,,,37-64 72nd Street,Jackson Heights,,Health,,,,,,,,,,,,,,,,,,,,,,
1027,Saint John's Episcopal Hospital,QUEENS,,7183182711,,40.580046,-73.836421,938,115-04 Rockaway Beach Blvd.,Rockaway Park,11694,Health,,,,,,,,,,,,,,,,,,,,,,
1070,Autism Society of America - Queens County Chapter,QUEENS,,7184635735,http://www.autismsocietyofamerica.org,,,,81-92 192nd Street,Jamaica,,Health,,,,,,,,,,,,,,,,,,,,,,
1078,National Development and Research Institute,QUEENS,9174380894,2128454400,http://www.ndri.org/ctrs/aop.html,40.686816,-73.794285,270,113-03 C Sutphin Blvd.,Jamaica,11435,Health,,,,,,,,,,,,,,,,,,,,,,
1095,Mount Sinai Hospital of Queens,QUEENS,,7182674265,http://www.mshq.org/mshq/ms_qus_outpat.jsp,40.765823,-73.931128,77,31-60 21st Street,Long Island City,11106,Health,,,,,,,,,,,,,,,,,,,,,,
1123,Peninsula Hospital Center,QUEENS,,7187342000,http://www.peninsulahospital.org/,,,,51-15 Beach Channel Dr.,Far Rockaway,,Health,,,,,,,,,,,,,,,,,,,,,,
1134,Parker Jewish Institute for Health Care and Rehabilitation,QUEENS,7182892245,7182892100,http://www.parkerinstitute.org,,,,271-11 76th Ave.,New Hyde Park,,Health,,,,,,,,,,,,,,,,,,,,,,
1135,PSCH,QUEENS,7183588857,7184454700,http://www.psch.org,,,,30-50 Whitestone Expressway,Flushing,,Health,,,,,,,,,,,,,,,,,,,,,,
1199,Spina Bifida Association of Nassau County,QUEENS,,6318219028,http://www.sbancny.org/home2.htm,,,,12 Hampton Road,Sound Beach,,Health,,,,,,,,,,,,,,,,,,,,,,
1244,Corporate Angel Network,QUEENS,,9143281313,http://www.corpangelnetwork.org,,,,"Westchester County Airport, One Loop Road",White Plains,,Health,,,,,,,,,,,,,,,,,,,,,,
1299,Reproductive Health Access Project,QUEENS,3145843260,9175863260,http://www.reproductiveaccess.org,,,,PO Box 21191,New York,10025,Health,,,,,,,,,,,,,,,,,,,,,,
1302,Project Inform,QUEENS,4155580684,8008227422,http://www.projectinform.org,,,,"205 13th Street, Suite 2001",San Francisco,,Health,,,,,,,,,,,,,,,,,,,,,,
1328,American-Italian Cancer Foundation's Mobile Mammography Program,QUEENS,,2126289090,http://www.americanitaliancancer.org,40.770141,-73.96367,128,"112 E. 71st Street, Suite 2B",New York,10021,Health,,,,,,,,,,,,,,,,,,,,,,
1362,APICHA - Asian & Pacific Islander Coalition on HIV/AIDS,QUEENS,2123347956,2123347940,http://www.apicha.org,40.718702,-74.002464,31,400 Broadway,New York,10013,Health,,,,,,,,,,,,,,,,,,,,,,
1366,Community Healthcare Network,QUEENS,,2125452400,http://www.chnnyc.org,40.744096,-73.985619,74,79 Madison Ave,New York,10016,Health,,,,,,,,,,,,,,,,,,,,,,
1382,American Parkinson's Disease Association,STATENIS,7189814399,8002232732,http://www.apdaparkinson.org,40.598162,-74.083751,9601,135 Parkinson Avenue,Staten Island,10305,Health,,,,,,,,,,,,,,,,,,,,,,
1387,Reach to Recovery/American Cancer Society,STATENIS,,7189878871,http://www.cancer.org,40.573488,-74.116955,134,58 New Dorp Plaza,Staten Island,10306,Health,,,,,,,,,,,,,,,,,,,,,,
1407,Spina Bifida Association of Nassau County,STATENIS,,6318219028,http://www.sbancny.org/home2.htm,,,,12 Hampton Road,Sound Beach,,Health,,,,,,,,,,,,,,,,,,,,,,
1444,Corporate Angel Network,STATENIS,,9143281313,http://www.corpangelnetwork.org,,,,"Westchester County Airport, One Loop Road",White Plains,,Health,,,,,,,,,,,,,,,,,,,,,,
1495,Reproductive Health Access Project,STATENIS,3145843260,9175863260,http://www.reproductiveaccess.org,,,,PO Box 21191,New York,10025,Health,,,,,,,,,,,,,,,,,,,,,,
1498,Project Inform,STATENIS,4155580684,8008227422,http://www.projectinform.org,,,,"205 13th Street, Suite 2001",San Francisco,,Health,,,,,,,,,,,,,,,,,,,,,,
1524,American-Italian Cancer Foundation's Mobile Mammography Program,STATENIS,,2126289090,http://www.americanitaliancancer.org,40.770141,-73.96367,128,"112 E. 71st Street, Suite 2B",New York,10021,Health,,,,,,,,,,,,,,,,,,,,,,
1558,APICHA - Asian & Pacific Islander Coalition on HIV/AIDS,STATENIS,2123347956,2123347940,http://www.apicha.org,40.718702,-74.002464,31,400 Broadway,New York,10013,Health,,,,,,,,,,,,,,,,,,,,,,
1608,Sunset Park Health Council,BROOKLYN,,,,40.646941,-74.02093,22,150 55th Street,Brooklyn,11220,Health,,,,,,,,,,,,,,,,,,,,,,
1630,"Arthur Ashe Institute for Urban Health, Inc",BROOKLYN,,7182702600,http://www.arthurasheinstitute.org/,40.655743,-73.944598,816,450 Clarkson Avenue,Brooklyn,11203,Health,,,,,,,,,,,,,,,,,,,,,,
1716,"Life Force: Women Fighting AIDS, Inc.",BROOKLYN,7187974011,7187970937,http://www.lifeforceinc.org,,,,"175 Remsen St., Suite 1100",Brooklyn,,Health,,,,,,,,,,,,,,,,,,,,,,
1754,Spina Bifida Association of Nassau County,BROOKLYN,,6318219028,http://www.sbancny.org/home2.htm,,,,12 Hampton Road,Sound Beach,,Health,,,,,,,,,,,,,,,,,,,,,,
1805,Corporate Angel Network,BROOKLYN,,9143281313,http://www.corpangelnetwork.org,,,,"Westchester County Airport, One Loop Road",White Plains,,Health,,,,,,,,,,,,,,,,,,,,,,
1861,Planned Parenthood of New York City,BROOKLYN,2122747276,2129657000,http://www.ppnyc.org,40.725564,-73.993488,5502,26 Bleecker Street,New York,10012,Health,,,,,,,,,,,,,,,,,,,,,,
1862,Reproductive Health Access Project,BROOKLYN,3145843260,9175863260,http://www.reproductiveaccess.org,,,,PO Box 21191,New York,10025,Health,,,,,,,,,,,,,,,,,,,,,,
1865,Project Inform,BROOKLYN,4155580684,8008227422,http://www.projectinform.org,,,,"205 13th Street, Suite 2001",San Francisco,,Health,,,,,,,,,,,,,,,,,,,,,,
1891,American-Italian Cancer Foundation's Mobile Mammography Program,BROOKLYN,,2126289090,http://www.americanitaliancancer.org,40.770141,-73.96367,128,"112 E. 71st Street, Suite 2B",New York,10021,Health,,,,,,,,,,,,,,,,,,,,,,
1902,USIF World Foundation for Medical Studies in Female Health,BROOKLYN,5169448663,5169443192,http://www.wffh.org,,,,405 Main Street,Port Washington,11050,Health,,,,,,,,,,,,,,,,,,,,,,
1926,APICHA - Asian & Pacific Islander Coalition on HIV/AIDS,BROOKLYN,2123347956,2123347940,http://www.apicha.org,40.718702,-74.002464,31,400 Broadway,New York,10013,Health,,,,,,,,,,,,,,,,,,,,,,
1931,Community Healthcare Network,BROOKLYN,,2125452400,http://www.chnnyc.org,40.744096,-73.985619,74,79 Madison Ave,New York,10016,Health,,,,,,,,,,,,,,,,,,,,,,
229,NYC Department of Homelessness Services,BRONX,,2126399675,http://www.nyc.gov/html/dhs/html/home/home.shtml,,,,,New York,,Homelessness,Housing,,,,,,,,,,,,,,,,,,,,,
928,NYC Department of Homelessness Services,MANHATTAN,,2126399675,http://www.nyc.gov/html/dhs/html/home/home.shtml,,,,,New York,,Homelessness,Housing,,,,,,,,,,,,,,,,,,,,,
1333,NYC Department of Homelessness Services,QUEENS,,2126399675,http://www.nyc.gov/html/dhs/html/home/home.shtml,,,,,New York,,Homelessness,Housing,,,,,,,,,,,,,,,,,,,,,
1529,NYC Department of Homelessness Services,STATENIS,,2126399675,http://www.nyc.gov/html/dhs/html/home/home.shtml,,,,,New York,,Homelessness,Housing,,,,,,,,,,,,,,,,,,,,,
1896,NYC Department of Homelessness Services,BROOKLYN,,2126399675,http://www.nyc.gov/html/dhs/html/home/home.shtml,,,,,New York,,Homelessness,Housing,,,,,,,,,,,,,,,,,,,,,
291,Homes for the Homeless,MANHATTAN,,2125295252,,,,," 50 Cooper Square, 4th Floor",New York,,Homelessness,Housing,,,,,,,,,,,,,,,,,,,,,
579,"Urban Pathways, Inc.",MANHATTAN,,2127367385,http://www.urbanpathways.org,,,,"575 Eighth Ave., 9th Fl.",New York,,Homelessness,Housing,,,,,,,,,,,,,,,,,,,,,
373,Ali Forney Center,MANHATTAN,,2122223427,http://www.aliforneycenter.org/,40.752034,-73.991053,109,"224 West 35th Street, Ste.1102",New York,10001,Homelessness,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,
640,Homeless American Veterans Self-Help Initiative,MANHATTAN,,2122522900,http://www.helpusvets.org,40.744521,-73.987427,58,244 5th Avenue,New York,10001,Homelessness,Veterans & Military Families,,,,,,,,,,,,,,,,,,,,,
586,East Harlem Neighborhood Based Alliance Corporation,MANHATTAN,2122892616,2122891900,http://www.ehnbac.org,40.802079,-73.936989,194,"2253 Third Avenue, 2nd Floor",New York,10035,Homelessness,Victim Services,,,,,,,,,,,,,,,,,,,,,
592,"Women in Need, Inc.",MANHATTAN,2127361649,2126954758,http://www.women-in-need.org,,,,115 West 31 St.,New York,,Homelessness,Youth Services,,,,,,,,,,,,,,,,,,,,,
397,Church of the Holy Apostles,MANHATTAN,,2129240167,http://www.holyapostlesnyc.org/haskhome.htm,40.74912,-73.999401,97,296 Ninth Avenue,New York,10001,Homelessness,,,,,,,,,,,,,,,,,,,,,,
472,Coalition for the Homeless,MANHATTAN,,2127762000,http://www.coalitionforthehomeless.org/,,,,129 Fulton Street,New York,,Homelessness,,,,,,,,,,,,,,,,,,,,,,
1638,Housing Works,BROOKLYN,,3474737400,http://www.housingworks.org/,40.692217,-73.986665,11,57 Willoughby Street,Brooklyn,11201,Homelessness,,,,,,,,,,,,,,,,,,,,,,
525,"Women in Housing and Finance, Inc.",MANHATTAN,2126252510,2124391056,http://www.whfdc.org/,,,,"POB 1403, Bowling Green Station",New York,,Housing,Personal Finance & Financial Education,,,,,,,,,,,,,,,,,,,,,
1650,Bridge Street Development Corporation,BROOKLYN,7183998602,7183990146,http://www.bsdcorp.org/,40.68316,-73.950143,245,460 Nostrand Avenue,Brooklyn,11216,Housing,Personal Finance & Financial Education,,,,,,,,,,,,,,,,,,,,,
48,"Mid-Bronx Council Services, Inc.",BRONX,,7185888200,http://www.midbronx.org/,40.827412,-73.922277,18301,900 Grand Concourse,Bronx,10451,Housing,Youth Services,,,,,,,,,,,,,,,,,,,,,
207,NYC Department of Housing Preservation and Development,BRONX,,2126399675,http://www.nyc.gov/html/hpd/html/home/home.shtml,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
252,New York City Rent Guidelines Board,BRONX,,2126399675,http://www.nyc.gov/html/rgb/home.html,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
906,NYC Department of Housing Preservation and Development,MANHATTAN,,2126399675,http://www.nyc.gov/html/hpd/html/home/home.shtml,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
950,New York City Rent Guidelines Board,MANHATTAN,,2126399675,http://www.nyc.gov/html/rgb/home.html,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
1311,NYC Department of Housing Preservation and Development,QUEENS,,2126399675,http://www.nyc.gov/html/hpd/html/home/home.shtml,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
1355,New York City Rent Guidelines Board,QUEENS,,2126399675,http://www.nyc.gov/html/rgb/home.html,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
1507,NYC Department of Housing Preservation and Development,STATENIS,,2126399675,http://www.nyc.gov/html/hpd/html/home/home.shtml,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
1551,New York City Rent Guidelines Board,STATENIS,,2126399675,http://www.nyc.gov/html/rgb/home.html,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
1874,NYC Department of Housing Preservation and Development,BROOKLYN,,2126399675,http://www.nyc.gov/html/hpd/html/home/home.shtml,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
1919,New York City Rent Guidelines Board,BROOKLYN,,2126399675,http://www.nyc.gov/html/rgb/home.html,,,,,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
15,"South Bronx Action Group, Inc.",BRONX,7189937904,7189935869,,40.816241,-73.918355,65,"384 East 149th Street, Suite 224",Bronx,10455,Housing,,,,,,,,,,,,,,,,,,,,,,
40,West Bronx Housing & Neighborhood Resource Center,BRONX,,7187980929,,40.875377,-73.879498,423,3176 Bainbridge Avenue,Bronx,10467,Housing,,,,,,,,,,,,,,,,,,,,,,
68,Neighborhood Initiatives Development Corporation,BRONX,,7182319800,http://www.nidcny.org/programs.html,40.863727,-73.868431,33202,2523 Olinville Avenue,Bronx,10467,Housing,,,,,,,,,,,,,,,,,,,,,,
82,163rd Street Improvement Council,BRONX,,7186206007,,40.832923,-73.901054,149,1347 Franklin Ave,Bronx,10456,Housing,,,,,,,,,,,,,,,,,,,,,,
407,Cooper Square Community Development & Business Association,MANHATTAN,,2122288210,,40.726755,-73.990735,38,61 East 4th Street,New York,10003,Housing,,,,,,,,,,,,,,,,,,,,,,
672,NYCHA Women in Government (WiGo),MANHATTAN,,2123603810,,40.712982,-74.007301,21,"250 Broadway, 26 Floor",New York,10007,Housing,,,,,,,,,,,,,,,,,,,,,,
681,Metropolitan Council on Housing,MANHATTAN,2129796997,2129796238,http://www.metcouncil.net/,,,,339 Lafayette Street #301,New York,,Housing,,,,,,,,,,,,,,,,,,,,,,
1040,Allen AME Preservation & Development Corporation,QUEENS,7186580457,7186586660,http://www.allenhousing.org/nys.html,,,,114-02 Guy R. Brewer Blvd.,Jamaica,,Housing,,,,,,,,,,,,,,,,,,,,,,
1076,Community Environmental Center,QUEENS,,7187841444,http://www.cecenter.org,,,,43-10 11th Street,Long Island City,,Housing,,,,,,,,,,,,,,,,,,,,,,
1622,"Community Training and Resource Center, Inc.",BROOKLYN,,,,40.673345,-73.976211,157,123 7th Ave PMB 284,Brooklyn,11215,Housing,,,,,,,,,,,,,,,,,,,,,,
1633,Astella Development Corporation,BROOKLYN,7189968759,7182664653,http://www.astelladevelopment.org/,40.576703,-73.984006,326,1618 Mermaid Avenue,Brooklyn,11224,Housing,,,,,,,,,,,,,,,,,,,,,,
1689,"Imeinu, Inc.",BROOKLYN,,7182535364,,40.617337,-73.936994,648,3815 Avenue P,Brooklyn,11234,Housing,,,,,,,,,,,,,,,,,,,,,,
1021,Main Street Legal Services,QUEENS,7183404478,7183404300,,40.747818,-73.943583,19,CUNY School of Law,Flushing,11367,Immigration,Legal Services,,,,,,,,,,,,,,,,,,,,,
1036,Queensborough Community College - Center for Immigration,QUEENS,7182815140,7186316611,http://www.qcc.cuny.edu,40.75349,-73.757957,138501,"222-05 56 Avenue, Library Building, Room 431",Bayside,11364,Immigration,Legal Services,,,,,,,,,,,,,,,,,,,,,
1096,Liberty Center for Immigrants,QUEENS,7188475843,7188473757,,40.701012,-73.825481,14201,125-09 Jamaica Avenue,Richmond Hill,11419,Immigration,Legal Services,,,,,,,,,,,,,,,,,,,,,
1152,Immigration Advocacy Services (IAS),QUEENS,7182741615,7189568218,http://www.iasny.org,40.768513,-73.911237,143,24-40 Steinway Street,Astoria,11103,Immigration,Legal Services,,,,,,,,,,,,,,,,,,,,,
1624,Audre Lorde Project,BROOKLYN,7185961328,7185960342,http://www.alp.org/,40.686918,-73.973563,181,85 South Oxford St.,Brooklyn,11217,Immigration,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,
727,Credit Where Credit Is Due,MANHATTAN,,2129275771,http://www.cwcid.org/,40.848615,-73.937447,265,4211 Broadway,NY,10033,Immigration,Personal Finance & Financial Education,,,,,,,,,,,,,,,,,,,,,
1146,Central Queens YM and YWHA,QUEENS,7187930515,7182685011,http://www.cqyjcc.org/html/library.shtml,40.728702,-73.847414,741,67-09 108 Street,Forest Hills,11375,Immigration,Youth Services,,,,,,,,,,,,,,,,,,,,,
388,"Japanese American Social Services, Inc. (JASSI)",MANHATTAN,2124428627,2124421541,http://www.jassi.org,40.710353,-74.004007,1501,"100 Gold Street, Lower Level",New York,10038,Immigration,,,,,,,,,,,,,,,,,,,,,,
485,New York Work Alliance,MANHATTAN,,2123440097,,40.70618,-74.01125,9,30 Broad St Fl 12,New York,10004,Immigration,,,,,,,,,,,,,,,,,,,,,,
977,New Life Community Development Corp.,QUEENS,,,,,,,,Elmhurst,,Immigration,,,,,,,,,,,,,,,,,,,,,,
1020,Latin American Integration Center,QUEENS,7185650646,7185658500,http://www.laicnyc.org,40.74622,-73.915056,25301,49-06 Skillman Avenue,Woodside,11377,Immigration,,,,,,,,,,,,,,,,,,,,,,
1049,Concerned Citizens of Queens (Ciudadanos Conscientes de Queens),QUEENS,7184784318,7184781605,,40.748868,-73.870271,465,40-06 Warren Street,Elmhurst,11373,Immigration,,,,,,,,,,,,,,,,,,,,,,
1074,Taiwan Center,QUEENS,,7184457007,,40.763568,-73.829584,869,137-44 Northern Blvd.,Flushing,11354,Immigration,,,,,,,,,,,,,,,,,,,,,,
1105,Pragati,QUEENS,,7184590914,http://pragati.org,40.713909,-73.832351,76902,119-45 Union Turnpike,Forest Hills,11375,Immigration,,,,,,,,,,,,,,,,,,,,,,
1139,La Asociacion Benefica Cultural Father Billini,QUEENS,,7186518427,,40.754876,-73.863206,379,3536 105th Street,Corona,11368,Immigration,,,,,,,,,,,,,,,,,,,,,,
1155,Korean Community Services of Metropolitan New York,QUEENS,7188866000,7189396137,http://www.kcsny.org,40.765263,-73.806158,1171,35-56 159 Street,Flushing,11358,Immigration,,,,,,,,,,,,,,,,,,,,,,
1607,Chabad Lubavitch of West Brighton,BROOKLYN,,7189469833,,40.577413,-73.968267,362,2997 Ocean Parkway,Brooklyn,11235,Immigration,,,,,,,,,,,,,,,,,,,,,,
1748,"Asociaciones Dominicanas, Inc",BROOKLYN,,7185992386,,40.706403,-73.950356,511,"202 Union Avenue, 2, L&M",Brooklyn,11211,Immigration,,,,,,,,,,,,,,,,,,,,,,
527,Asian American Bar Association of New York,MANHATTAN,,7182287206,http://www.aabany.org,,,,Grand Central Station,New York,10163,Legal Services,Victim Services,,,,,,,,,,,,,,,,,,,,,
1099,"Community Mediation Services, Inc.",QUEENS,,7185236868,,40.70664,-73.798033,44601,89-64 163rd Street,Jamaica,11432,Legal Services,Youth Services,,,,,,,,,,,,,,,,,,,,,
265,CASES: GirlRising,BRONX,,2127320076,http://www.cases.org,40.716696,-74.004163,31,346 Broadway,New York,10013,Legal Services,,,,,,,,,,,,,,,,,,,,,,
565,Neighborhood Defender Service of Harlem,MANHATTAN,,2128765500,http://www.ndsny.org/,40.808291,-73.945122,222,"317 Lenox Avenue, 10th Fl.",New York,10027,Legal Services,,,,,,,,,,,,,,,,,,,,,,
581,Lawyers Alliance for New York,MANHATTAN,,2122191800,http://www.lawyersalliance.org/,40.747549,-73.993143,95,"330 7th Avenue, 19th Fl",New York,10001,Legal Services,,,,,,,,,,,,,,,,,,,,,,
603,New York Public Interest Research Group: Small Claims Court Action Center,MANHATTAN,,2123496460,http://www.nypirg.org/consumer/sccac/default.html,,,,"9 Murray Street, 3rd Floor",New York,,Legal Services,,,,,,,,,,,,,,,,,,,,,,
716,Youth Represent,MANHATTAN,,2125536314,http://www.youthrepresent.org,40.716539,-74.0043,31,342 Broadway,New York,10013,Legal Services,,,,,,,,,,,,,,,,,,,,,,
748,Sylvia Rivera Law Project,MANHATTAN,2123371972,2123378550,http://www.srlp.org,40.747294,-73.997023,95,322 8th Avenue,New York,10001,Legal Services,,,,,,,,,,,,,,,,,,,,,,
963,CASES: GirlRising,MANHATTAN,,2127320076,http://www.cases.org,40.716696,-74.004163,31,346 Broadway,New York,10013,Legal Services,,,,,,,,,,,,,,,,,,,,,,
1367,CASES: GirlRising,QUEENS,,2127320076,http://www.cases.org,40.716696,-74.004163,31,346 Broadway,New York,10013,Legal Services,,,,,,,,,,,,,,,,,,,,,,
1561,CASES: GirlRising,STATENIS,,2127320076,http://www.cases.org,40.716696,-74.004163,31,346 Broadway,New York,10013,Legal Services,,,,,,,,,,,,,,,,,,,,,,
1932,CASES: GirlRising,BROOKLYN,,2127320076,http://www.cases.org,40.716696,-74.004163,31,346 Broadway,New York,10013,Legal Services,,,,,,,,,,,,,,,,,,,,,,
321,Hetrick-Martin Institute,MANHATTAN,2126748650,2126742400,http://www.hmi.org,,,,"2 Astor Pl., 3rd Fl.",New York,,"Lesbian, Gay, Bisexual, and/or Transgender",Youth Services,,,,,,,,,,,,,,,,,,,,,
292,Parents and Friends of Lesbians and Gays-New York City (PFLAG-NYC),MANHATTAN,,2124630629,http://www.pflagnyc.org,,,,"P.O.B. 843, FDR Station",New York,10510,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,,
620,"Lambda Legal Defense and Education Fund, Inc.",MANHATTAN,2122135597,2122135545,http://www.lambdalegal.org,,,,"15 East 26 St., Suite 919",New York,,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,,
675,"Identity House, Inc.",MANHATTAN,,2122438181,http://www.identityhouse.org/,,,,"P.O.Box 572, Old Chelsea Station",New York,10011,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,,
744,Astraea Lesbian Foundation for Justice,MANHATTAN,2129823321,2125298021,http://www.astraeafoundation.org,,,,116 East 16 St.,New York,,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,,
976,Queens Pride House,QUEENS,7184295013,7184295309,http://www.queenspridehouse.org/,,,,76-11 37th Ave. Suite 206,Jackson Heights,,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,,
1030,Queens Lesbian and Gay Pride Committee,QUEENS,7185928650,9172972415,http://www.queenspride.com,,,,P.O. Box 720464,Jackson Heights,,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,,
56,OFE's Financial Empowerment Center at Phipps,BRONX,,3473293929,http://www.nyc.gov/ofe,,,,Third Avenue at 159th Street,Bronx,10451,Personal Finance & Financial Education,,,,,,,,,,,,,,,,,,,,,,
166,Office of Financial Empowerment,BRONX,2124873184,2122329580,http://nyc.gov/ofe,,,,NYC Department of Consumer Affairs,New York,10004,Personal Finance & Financial Education,,,,,,,,,,,,,,,,,,,,,,
