Protest,Region,Country,Location,Start_day,Start_month,Start_year,End_day,End_month,End_year,Protester_violence,Protester_identity,Protester_demand,State_response_level,State_response,,Participants_estimate,Participants_low,Participants_high,Participants_average
508,Europe,Germany,Solingen,1,5,2012,1,5,2012,1,Muslims,police brutality,3,crowd_dispersal,,100-999,100,999,550
340,Europe,France,Sorbonne,13,4,2018,13,4,2018,0,students,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
161,Europe,Croatia,Split,12,4,2018,12,4,2018,0,conservatives; Catholic church,social restrictions,2,ignore,,100-999,100,999,550
155,Europe,Croatia,Split,15,7,2017,15,7,2017,0,taxi drivers,labor wage dispute,2,ignore,,100-999,100,999,550
1461,Europe,Russia,St_Petersburg,28,1,2017,23,2,2017,0,protesters     ,"political behavior, process",2,ignore,,100-999,100,999,550
1471,Europe,Russia,St_Petersburg,23,1,2013,23,1,2013,0,unspecified,"political behavior, process",1,accomodate,,100-999,100,999,550
1477,Europe,Russia,St_Petersburg,1,5,2017,1,5,2017,0,gays,social restrictions,4,arrests,,100-999,100,999,550
1528,Europe,Russia,St_Petersburg,30,8,2015,30,8,2015,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1709,Europe,Sweden,Stockholm,17,4,2009,17,4,2009,0,Pirate Party,"political behavior, process",2,ignore,,100-999,100,999,550
1710,Europe,Sweden,Stockholm,14,6,2010,14,6,2010,0,Green Peace,"political behavior, process",4,arrests,,100-999,100,999,550
1712,Europe,Sweden,Stockholm,4,10,2010,4,10,2010,0,protesters,social restrictions,2,ignore,,100-999,100,999,550
1717,Europe,Sweden,Stockholm,19,5,2013,24,5,2013,1,inmigrants,police brutality,3,crowd_dispersal,,100-999,100,999,550
1720,Europe,Sweden,Stockholm,15,7,2018,15,7,2018,0,neo nazis; neo Nazi Nordic Resistance Movement,social restrictions,2,ignore,,100-999,100,999,550
1721,Europe,Sweden,Stockholm,25,8,2018,25,8,2018,0,neo nazis; neo Nazi Nordic Resistance Movement,social restrictions,2,ignore,,100-999,100,999,550
1099,Europe,Ireland,Strokestown,23,12,2018,23,12,2018,0,"People calling for an end to forced evictions, including the protest group Gl r na Tuaithe  Rural Voice ",land farm issue,1,accomodate,,100-999,100,999,550
185,Europe,Cyprus,Strovolos _Nicosia,12,12,2014,12,12,2014,0,Tseri Avenue initiative committee,land farm issue,2,ignore,,100-999,100,999,550
519,Europe,Germany,Stuttgart,3,4,2017,3,4,2017,0,Stuttgart 21,land farm issue,2,ignore,,100-999,100,999,550
520,Europe,Germany,Stuttgart,10,4,2017,10,4,2017,0,Stuttgart 21,land farm issue,2,ignore,,100-999,100,999,550
521,Europe,Germany,Stuttgart,17,4,2017,17,4,2017,0,Stuttgart 21,land farm issue,2,ignore,,100-999,100,999,550
522,Europe,Germany,Stuttgart,24,4,2017,24,4,2017,0,Stuttgart 21,land farm issue,2,ignore,,100-999,100,999,550
523,Europe,Germany,Stuttgart,1,5,2017,1,5,2017,0,Stuttgart 21,land farm issue,2,ignore,,100-999,100,999,550
524,Europe,Germany,Stuttgart,8,5,2017,8,5,2017,0,Stuttgart 21,land farm issue,2,ignore,,100-999,100,999,550
525,Europe,Germany,Stuttgart,15,5,2017,15,5,2017,0,Stuttgart 21,land farm issue,2,ignore,,100-999,100,999,550
526,Europe,Germany,Stuttgart,22,5,2017,22,5,2017,0,Stuttgart 21,land farm issue,2,ignore,,100-999,100,999,550
527,Europe,Germany,Stuttgart,29,5,2017,29,5,2017,0,Stuttgart 21,land farm issue,2,ignore,,>10000,10000,10000,10000
528,Europe,Germany,Stuttgart,5,6,2017,5,6,2017,0,Stuttgart 21,land farm issue,2,ignore,,>10000,10000,10000,10000
529,Europe,Germany,Stuttgart,12,6,2017,12,6,2017,0,Stuttgart 21,land farm issue,2,ignore,,>10000,10000,10000,10000
530,Europe,Germany,Stuttgart,19,6,2017,19,6,2017,0,Stuttgart 21,land farm issue,2,ignore,,>10000,10000,10000,10000
531,Europe,Germany,Stuttgart,26,6,2017,26,6,2017,0,Stuttgart 21,land farm issue,2,ignore,,>10000,10000,10000,10000
532,Europe,Germany,Stuttgart,3,7,2017,3,7,2017,0,Stuttgart 21,land farm issue,2,ignore,,>10000,10000,10000,10000
533,Europe,Germany,Stuttgart,10,7,2017,10,7,2017,0,Stuttgart 21,land farm issue,2,ignore,,5000-10000,5000,10000,7500
534,Europe,Germany,Stuttgart,17,7,2017,17,7,2017,0,Stuttgart 21,land farm issue,2,ignore,,5000-10000,5000,10000,7500
535,Europe,Germany,Stuttgart,24,7,2017,24,7,2017,0,Stuttgart 21,land farm issue,2,ignore,,5000-10000,5000,10000,7500
536,Europe,Germany,Stuttgart,31,7,2017,31,7,2017,0,Stuttgart 21,land farm issue,2,ignore,,5000-10000,5000,10000,7500
538,Europe,Germany,Stuttgart,7,8,2017,7,8,2017,0,Stuttgart 21,land farm issue,2,ignore,,5000-10000,5000,10000,7500
539,Europe,Germany,Stuttgart,14,8,2017,14,8,2017,0,Stuttgart 21,land farm issue,2,ignore,,5000-10000,5000,10000,7500
540,Europe,Germany,Stuttgart,21,8,2017,21,8,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
541,Europe,Germany,Stuttgart,28,8,2017,28,8,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
542,Europe,Germany,Stuttgart,4,9,2017,4,9,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
543,Europe,Germany,Stuttgart,11,9,2017,11,9,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
544,Europe,Germany,Stuttgart,18,9,2017,18,9,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
545,Europe,Germany,Stuttgart,25,9,2017,25,9,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
546,Europe,Germany,Stuttgart,2,10,2017,2,10,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
547,Europe,Germany,Stuttgart,9,10,2017,9,10,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
548,Europe,Germany,Stuttgart,16,10,2017,16,10,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
549,Europe,Germany,Stuttgart,23,10,2017,23,10,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
550,Europe,Germany,Stuttgart,30,10,2017,30,10,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
552,Europe,Germany,Stuttgart,6,11,2017,6,11,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
553,Europe,Germany,Stuttgart,13,11,2017,13,11,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
554,Europe,Germany,Stuttgart,20,11,2017,20,11,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
555,Europe,Germany,Stuttgart,27,11,2017,27,11,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
556,Europe,Germany,Stuttgart,4,12,2017,4,12,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
557,Europe,Germany,Stuttgart,11,12,2017,11,12,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
558,Europe,Germany,Stuttgart,18,12,2017,18,12,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
559,Europe,Germany,Stuttgart,25,12,2017,25,12,2017,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
560,Europe,Germany,Stuttgart,1,1,2018,1,1,2018,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
561,Europe,Germany,Stuttgart,8,1,2018,8,1,2018,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
562,Europe,Germany,Stuttgart,15,1,2018,15,1,2018,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
563,Europe,Germany,Stuttgart,22,1,2018,22,1,2018,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
564,Europe,Germany,Stuttgart,29,1,2018,29,1,2018,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
565,Europe,Germany,Stuttgart,5,2,2018,5,2,2018,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
566,Europe,Germany,Stuttgart,12,2,2018,12,2,2018,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
567,Europe,Germany,Stuttgart,19,2,2018,19,2,2018,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
568,Europe,Germany,Stuttgart,26,2,2018,26,2,2018,0,Stuttgart 21,land farm issue,2,ignore,,50-99,50,99,75
575,Europe,Germany,Stuttgart,25,8,2010,25,8,2010,0,"retirees, middle age professionals, college students",land farm issue,3,crowd_dispersal,,50-99,50,99,75
576,Europe,Germany,Stuttgart,3,9,2010,3,9,2010,0,"retirees, middle age professionals, college students",land farm issue,3,crowd_dispersal,,50-99,50,99,75
577,Europe,Germany,Stuttgart,5,10,2010,5,10,2010,0,"retirees, middle age professionals, college students",land farm issue,1,accomodate,,50-99,50,99,75
578,Europe,Germany,Stuttgart,7,11,2010,7,11,2010,0,"retirees, middle age professionals, college students",land farm issue,2,ignore,,50-99,50,99,75
647,Europe,Germany,Stuttgart,30,4,2016,30,4,2016,1,left wing demonstrators,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
708,Europe,Germany,Stuttgart,1,10,2010,1,10,2010,0,protesters,police brutality,2,ignore,,50-99,50,99,75
709,Europe,Germany,Stuttgart,1,10,2010,1,10,2010,0,"retirees, middle age professionals, college students",land farm issue,3,crowd_dispersal,,50-99,50,99,75
711,Europe,Germany,Stuttgart,12,3,2011,12,3,2011,0,anti nuclear demonstrators,"political behavior, process",2,ignore,,50-99,50,99,75
499,Europe,Georgia,Sukhum_Abkhazia,5,7,2016,5,7,2016,1,opposition supporters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
493,Europe,Georgia,Sukhum_Abkhazia,15,12,2016,15,12,2016,0,opposition,removal of politician,2,ignore,,50-99,50,99,75
500,Europe,Georgia,Sukhum_Abkhazia,15,12,2016,15,12,2016,0,opposition supporters,removal of politician,2,ignore,,50-99,50,99,75
501,Europe,Georgia,Sukhumi,27,5,2014,27,5,2014,0,protesters,removal of politician,2,ignore,,50-99,50,99,75
1739,Europe,Ukraine,Sumy,24,1,2014,24,1,2014,0,anti government protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1939,Europe,United Kingdom,Sussex,26,3,2013,26,3,2013,0,students and lecturers,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1750,Europe,Ukraine,Svestapool,25,2,2014,25,2,2014,0,"pro Russian protesters, Russian Block","political behavior, process",2,ignore,,50-99,50,99,75
1780,Europe,Ukraine,Svestapool,23,2,2014,23,2,2014,0,pro Russian protesters,"political behavior, process",1,accomodate,,50-99,50,99,75
1722,Europe,Switzerland,Switzerland,15,1,2019,15,1,2019,0,"Youth for Climate, students protesting against climate change","political behavior, process",2,ignore,,50-99,50,99,75
932,Europe,Hungary,Szekesfeherva,7,12,2015,7,12,2015,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
944,Europe,Hungary,Szekesfeherva,13,12,2015,13,12,2015,0,"protesters and US special envoy to combat and monitor anti Semitism, Ira Forman","political behavior, process",2,ignore,,50-99,50,99,75
283,Europe,Estonia,Tallinn,9,6,2018,9,6,2018,0,LGBT activists,social restrictions,2,ignore,,50-99,50,99,75
284,Europe,Estonia,Tallinn,9,12,2010,9,12,2010,0,rescue workers,labor wage dispute,2,ignore,,50-99,50,99,75
285,Europe,Estonia,Tallinn,18,2,2013,18,2,2013,0,Estonian Center Party,"price increases, tax policy",2,ignore,,50-99,50,99,75
287,Europe,Finland,Tampere,28,1,2016,28,1,2016,0,far right protesters,"political behavior, process",2,ignore,,50-99,50,99,75
286,Europe,Estonia,Tartu,21,2,2013,21,2,2013,0,Estonian Center Party,"price increases, tax policy",2,ignore,,50-99,50,99,75
492,Europe,Georgia,Tbilisi,15,11,2014,15,11,2014,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
494,Europe,Georgia,Tbilisi,1,11,2017,1,11,2017,0,Georgian March group,social restrictions,4,arrests,,50-99,50,99,75
496,Europe,Georgia,Tbilisi,6,3,2016,6,3,2016,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
497,Europe,Georgia,Tbilisi,12,5,2018,13,5,2018,0,White Noise,social restrictions,2,ignore,,50-99,50,99,75
498,Europe,Georgia,Tbilisi,2,6,2018,2,6,2018,1,opposition,removal of politician,1,accomodate,,50-99,50,99,75
1740,Europe,Ukraine,Ternopil,24,1,2014,24,1,2014,0,anti government protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1155,Europe,Italy,Terzigno,2,9,2010,23,10,2010,1,residents,land farm issue,3,crowd_dispersal,,50-99,50,99,75
794,Europe,Greece,Thessaloniki,28,6,2015,28,6,2015,0,leftist protesters,"political behavior, process",2,ignore,,50-99,50,99,75
803,Europe,Greece,Thessaloniki,9,9,2016,9,9,2016,0,police officers and firefighters,"political behavior, process",2,ignore,,50-99,50,99,75
827,Europe,Greece,Thessaloniki,15,2,2015,15,2,2015,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
886,Europe,Greece,Thessaloniki,8,9,2017,8,9,2017,0,police officers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
918,Europe,Greece,Thessaloniki,10,9,2016,10,9,2016,0,demonstrators,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
1,Europe,Albania,Tirana,21,2,2019,21,2,2019,0,opposition,removal of politician,3,crowd_dispersal,,2000-4999,2000,4999,3500
2,Europe,Albania,Tirana,21,3,2019,21,3,2019,0,opposition,removal of politician,3,crowd_dispersal,,2000-4999,2000,4999,3500
4,Europe,Albania,Tirana,12,2,2019,12,2,2019,0,opposition,removal of politician,2,ignore,,2000-4999,2000,4999,3500
5,Europe,Albania,Tirana,1,5,2010,1,5,2010,0,protesters,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
6,Europe,Albania,Tirana,9,5,2010,9,5,2010,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
7,Europe,Albania,Tirana,15,5,2010,15,5,2010,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
9,Europe,Albania,Tirana,13,5,2017,13,5,2017,0,opposition,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
10,Europe,Albania,Tirana,18,12,2017,18,12,2017,1,opposition,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
19,Europe,Albania,Tirana,16,2,2019,16,2,2019,1,opposition,removal of politician,3,crowd_dispersal,,2000-4999,2000,4999,3500
20,Europe,Albania,Tirana,5,3,2019,5,3,2019,0,opposition,removal of politician,3,crowd_dispersal,,2000-4999,2000,4999,3500
21,Europe,Albania,Tirana,16,3,2019,16,3,2019,1,opposition,removal of politician,3,crowd_dispersal,,2000-4999,2000,4999,3500
22,Europe,Albania,Tirana,1,5,2010,14,5,2010,0,opposition leaders,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
23,Europe,Albania,Tirana,7,11,2013,7,11,2013,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
25,Europe,Albania,Tirana,22,11,2018,22,11,2018,0,residents,land farm issue,3,crowd_dispersal,,2000-4999,2000,4999,3500
26,Europe,Albania,Tirana,26,2,2019,26,2,2019,1,opposition,removal of politician,3,crowd_dispersal,,2000-4999,2000,4999,3500
27,Europe,Albania,Tirana,30,3,2010,30,4,2010,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
28,Europe,Albania,Tirana,21,1,2011,21,1,2011,1,protesters,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
29,Europe,Albania,Tirana,28,1,2011,28,1,2011,0,opposition ,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
30,Europe,Albania,Tirana,19,2,2011,19,2,2011,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
31,Europe,Albania,Tirana,26,5,2018,26,5,2018,1,opposition,removal of politician,3,crowd_dispersal,,2000-4999,2000,4999,3500
32,Europe,Albania,Tirana,21,1,2013,21,1,2013,0,supporters of opposition Socialist party,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
11,Europe,Albania,Tirana,4,12,2018,4,12,2018,0,students,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
12,Europe,Albania,Tirana,5,12,2018,5,12,2018,0,students,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
13,Europe,Albania,Tirana,6,12,2018,6,12,2018,0,students,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
14,Europe,Albania,Tirana,7,12,2018,7,12,2018,0,students,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
15,Europe,Albania,Tirana,8,12,2018,8,12,2018,0,students,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
16,Europe,Albania,Tirana,9,12,2018,9,12,2018,0,students,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
17,Europe,Albania,Tirana,10,12,2018,10,12,2018,0,students,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
18,Europe,Albania,Tirana,11,12,2018,11,12,2018,0,students,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
291,Europe,Finland,Tornio,24,9,2015,24,9,2015,1,protesters,"political behavior, process",4,arrests,,2000-4999,2000,4999,3500
351,Europe,France,Tour_de_France,24,7,2018,24,7,2018,0,farmers,land farm issue,3,crowd_dispersal,,2000-4999,2000,4999,3500
512,Europe,Germany,Tr_glitz,8,3,2015,8,3,2015,0,neo nazis,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
1097,Europe,Ireland,Tralee,1,7,2018,1,7,2018,0,"Farmers from around Ireland, organised by the Irish Farmers  Association  IFA ",land farm issue,2,ignore,,2000-4999,2000,4999,3500
1141,Europe,Italy,Turin,9,2,2018,9,2,2018,0,Brothers of Italy,social restrictions,2,ignore,,1000-1999,1000,1999,1500
1966,Europe,United Kingdom,Ulster,4,6,2012,4,6,2012,1,IRA supporters,police brutality,4,arrests,,1000-1999,1000,1999,1500
1497,Europe,Russia,Ulyanovsk,21,4,2012,21,4,2012,0,Left Front movement,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1713,Europe,Sweden,Umea,22,10,2016,22,10,2016,0,Vu star inte ut,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1267,Europe,Moldova,Unknown,3,5,2015,3,5,2015,0,protesters,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
2013,Europe,United Kingdom,Unknown,2,1,2018,2,1,2018,0,"Unions, protesters against the biggest rail fare rise in five years","price increases, tax policy",2,ignore,,1000-1999,1000,1999,1500
398,Europe,France,Unknown,27,7,2015,27,7,2015,0,farmers,labor wage dispute,2,ignore,,1000-1999,1000,1999,1500
1077,Europe,Ireland,Unknown,25,2,2015,25,2,2015,0,coalition of NUIG students societies,social restrictions,2,ignore,,1000-1999,1000,1999,1500
1481,Europe,Russia,Urdoma,15,2,2019,15,2,2019,0,residents,land farm issue,2,ignore,,1000-1999,1000,1999,1500
1747,Europe,Ukraine,Uzhgorod,19,2,2014,19,2,2014,0,anti government protesters,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1741,Europe,Ukraine,Uzhhorod,24,1,2014,24,1,2014,0,anti government protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1173,Europe,Italy,Val di Susa,1,7,2011,1,7,2011,1,activists,land farm issue,3,crowd_dispersal,,100-999,100,999,550
1642,Europe,Spain,Valencia,13,3,2016,13,3,2016,0,Pro bullfighting activists,"political behavior, process",2,ignore,,100-999,100,999,550
1653,Europe,Spain,Valencia,20,2,2012,22,2,2012,0,students,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1143,Europe,Italy,Vatican,2,10,2018,2,10,2018,0,sex abuse victims,"political behavior, process",2,ignore,,100-999,100,999,550
1147,Europe,Italy,Venice,6,10,2012,6,10,2012,0,Indipendenza Veneta,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1150,Europe,Italy,Venice,2,7,2017,2,7,2017,0,protesters,social restrictions,2,ignore,,100-999,100,999,550
378,Europe,France,Versailles,24,9,2016,24,9,2016,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
