Region,Country,Location,Start Day,Start Month,Start Year,End Day,End Month,End Year,Protester Violence,Participants,Participants-estimated,Protester Identity,Protester Demand,State Response 1,State Response 2,Participants,,
Europe,Ukraine,"Donetsk, Kharkiv, Luhansk, Dnipropetrovsk, Mariupol",6,4,2014,3,5,2014,1,2000-4999,,"pro Russian demonstrators, separatists, Donetsk People s Republic","political behavior, process",crowd dispersal,accomodation,2000-4999,,
Europe,Ukraine,Horlivka,14,4,2014,14,4,2014,1,50-99,,pro Russian demonstrators,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Gorlovka,17,4,2014,17,4,2014,1,50-99,,Pro Russian protesters,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Mariupol,17,4,2014,17,4,2014,1,100-999,,"pro Russian activists, militants","political behavior, process",crowd dispersal,shootings,100-999,,
Europe,Ukraine,Slovyansk,22,4,2014,22,4,2014,0,100-999,,residents,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Mariupol,24,4,2014,24,4,2014,1,50-99,,pro Ukraine activists,"political behavior, process",crowd dispersal,,50-99,,
Europe,Ukraine,Mariupol,25,4,2014,25,4,2014,0,50-99,,"pro Russian activists, Donetsk People s Republic","political behavior, process",crowd dispersal,,50-99,,
Europe,Ukraine,Donetsk,28,4,2014,28,4,2014,0,2000-4999,,"unionist demonstrators, pro Ukraine demonstrators","political behavior, process",crowd dispersal,,2000-4999,,
Europe,Ukraine,Kostiantynivka,28,4,2014,28,4,2014,1,50-99,,militiamen,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Luhansk,29,4,2014,29,4,2014,0,50-99,,"pro Russian protesters, militants","political behavior, process",ignore,,50-99,,
Europe,Ukraine,Donetsk,1,5,2014,1,5,2014,1,2000-4999,,pro Russian demonstrators,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Ukraine,Andreyevka,2,5,2014,2,5,2014,0,100-999,,villagers,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Bylbasovka,2,5,2014,2,5,2014,0,50-99,,villagers,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Donetsk,3,5,2014,3,5,2014,0,100-999,,pro Russian demonstrators,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Odessa,3,5,2014,3,5,2014,1,100-999,,pro Russian rioters,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Odessa,4,5,2014,4,5,2014,0,100-999,,"pro Russian demonstrators, Activists of Kulikovo Field",police brutality,crowd dispersal,accomodation,100-999,,
Europe,Ukraine,Mariupol,7,5,2014,7,5,2014,1,50-99,,pro Russian protesters,police brutality,crowd dispersal,beatings,50-99,,
Europe,Ukraine,Odessa,10,5,2014,10,5,2014,0,100-999,,pro Russian activists,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Baranikovka,11,5,2014,11,5,2014,0,50-99,,demonstrators,"political behavior, process",shootings,killings,50-99,,
Europe,Ukraine,Krasnoarmiysk,11,5,2014,11,5,2014,0,50-99,,protesters,"political behavior, process",shootings,killings,50-99,,
Europe,Ukraine,"Donetsk, Mariupol, Ilyich, Azovstal, Eastern Ukraine",15,5,2014,15,5,2014,0,2000-4999,,"miners, steelworkers, anti Russian demonstrators, police","political behavior, process",ignore,,2000-4999,,
Europe,Ukraine,"Kiev, Crimea",19,5,2014,19,5,2014,0,>10000,,Tatars,"political behavior, process",ignore,,>10000,,
Europe,Ukraine,eastern Ukraine,20,5,2014,20,5,2014,0,2000-4999,,Mr. Akhmetov s employees,"political behavior, process",ignore,,2000-4999,,
Europe,Ukraine,Slovyansk,20,5,2014,20,5,2014,1,100-999,,residents,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Kiev,1,9,2014,1,9,2014,0,50-99,,"women, mothers, wives, and friends of members of Kiev s 12th territorial defense battalion","political behavior, process",ignore,,50-99,,
Europe,Ukraine,Donetsk,15,6,2015,15,6,2015,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Kiev and Lviv,12,7,2015,12,7,2015,0,50-99,,Right Sector,police brutality,crowd dispersal,,50-99,,
Europe,Ukraine,Kiev,31,8,2015,31,8,2015,1,100-999,,right wing protesters,"political behavior, process",crowd dispersal,,100-999,,
Europe,Ukraine,Kiev,20,2,2016,21,2,2016,0,100-999,,Revolutionary Right Forces,removal of politician,ignore,,100-999,,
Europe,Ukraine,Kiev,5,12,2017,5,12,2017,0,50-99,,protesters,police brutality,beatings,,50-99,,
Europe,Ukraine,Kiev,17,12,2017,17,12,2017,1,5000-10000,,opposition,removal of politician,crowd dispersal,,5000-10000,,
Europe,Ukraine,Kiev,17,10,2017,3,3,2018,0,5000-10000,,protesters,"political behavior, process",arrests,,5000-10000,,
Europe,United Kingdom,London,12,1,2009,12,1,2009,0,100-999,,Climate rush environmental group,"political behavior, process",crowd dispersal,,100-999,,
Europe,United Kingdom,National,30,1,2009,30,1,2009,0,2000-4999,,workers,labor wage dispute,ignore,,2000-4999,,
Europe,United Kingdom,Fife,3,2,2009,3,2,2009,0,100-999,,workers,labor wage dispute,ignore,,100-999,,
Europe,United Kingdom,London,5,2,2009,5,2,2009,0,100-999,,taxi drivers,labor wage dispute,ignore,,100-999,,
Europe,United Kingdom,London,16,2,2009,16,2,2009,0,100-999,,photographers,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,Glasgow,7,3,2009,7,3,2009,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,8,3,2009,8,3,2009,0,100-999,,exiled Tibetans and British supporters,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,10,3,2009,10,3,2009,0,50-99,,Muslim anti war protesters,"political behavior, process",arrests,crowd dispersal,50-99,,
Europe,United Kingdom,Bilston,14,3,2009,14,3,2009,0,1000-1999,,"protesters, MPs, and Union leaders","political behavior, process",ignore,,1000-1999,,
Europe,United Kingdom,Dinas Powys,14,3,2009,14,3,2009,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,Birmingham,17,3,2009,17,3,2009,0,50-99,,"parents, students, and staff","political behavior, process",ignore,,50-99,,
Europe,United Kingdom,Liverpool,22,3,2009,22,3,2009,0,100-999,,Unite the Union,labor wage dispute,ignore,,100-999,,
Europe,United Kingdom,Edinburgh,25,3,2009,25,3,2009,0,50-99,,students teachers,labor wage dispute,ignore,,50-99,,
Europe,United Kingdom,Liverpool,28,3,2009,28,3,2009,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,1,4,2009,1,4,2009,0,5000-10000,,protesters,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,United Kingdom,London,1,4,2009,1,4,2009,1,2000-4999,,protesters,"political behavior, process",crowd dispersal,beatings,2000-4999,,
Europe,United Kingdom,London,5,5,2009,5,5,2009,0,50-99,,protesters,"price increases, tax policy",ignore,,50-99,,
Europe,United Kingdom,London,9,6,2009,9,6,2009,1,50-99,,UAF  umbrella group with anti racism groups and trade unions ,"political behavior, process",ignore,,50-99,,
Europe,United Kingdom,Blackheath,28,8,2009,3,9,2009,0,2000-4999,,Climate Camp,"political behavior, process",ignore,,2000-4999,,
Europe,United Kingdom,Nottinghamshire,18,10,2009,18,10,2009,1,1000-1999,,climate change demonstrators,"political behavior, process",arrests,,1000-1999,,
Europe,United Kingdom,London,22,10,2009,22,10,2009,1,100-999,,anti racism groups,"political behavior, process",crowd dispersal,arrests,100-999,,
Europe,United Kingdom,London,29,1,2010,29,1,2010,0,100-999,,anti war protesters,"political behavior, process",crowd dispersal,,100-999,,
Europe,United Kingdom,London,22,4,2010,22,4,2010,0,50-99,,anti war protesters,"political behavior, process",arrests,,50-99,,
Europe,United Kingdom,London,1,5,2010,20,7,2010,0,50-99,,protesters,"political behavior, process",crowd dispersal,,50-99,,
Europe,United Kingdom,National,21,6,2010,21,6,2010,0,50-99,,academics and students,"price increases, tax policy",ignore,,50-99,,
Europe,United Kingdom,Edinburgh,24,8,2010,24,8,2010,0,100-999,,protesters,"political behavior, process",arrests,,100-999,,
Europe,United Kingdom,London,10,9,2010,10,9,2010,0,50-99,,artists,"price increases, tax policy",ignore,,50-99,,
Europe,United Kingdom,London,19,10,2010,19,10,2010,0,2000-4999,,Unison union,"price increases, tax policy",ignore,,2000-4999,,
Europe,United Kingdom,Edinburgh,23,10,2010,23,10,2010,0,2000-4999,,Scottish Trades Union Congress,"price increases, tax policy",ignore,,2000-4999,,
Europe,United Kingdom,London,27,10,2010,27,10,2010,0,50-99,,protesters,"price increases, tax policy",ignore,,50-99,,
Europe,United Kingdom,Lossiemouth,7,11,2010,7,11,2010,0,,,protesters,labor wage dispute,ignore,,,,
Europe,United Kingdom,London,10,11,2010,10,11,2010,1,>10000,,students,"price increases, tax policy",arrests,crowd dispersal,>10000,,
Europe,United Kingdom,Leeds,24,11,2010,8,12,2010,0,50-99,,students,"price increases, tax policy",ignore,,50-99,,
Europe,United Kingdom,National,24,11,2010,24,11,2010,1,>10000,,students,"price increases, tax policy",crowd dispersal,,>10000,,
Europe,United Kingdom,"London, Cambridge, Brighton, Newcastle upon Tyne, Bath, Nottingham, Bristol and Cardiff",30,11,2010,30,11,2010,0,100-999,,students,"price increases, tax policy",arrests,crowd dispersal,100-999,,
Europe,United Kingdom,National,4,12,2010,4,12,2010,0,100-999,,UK uncut,"price increases, tax policy",arrests,crowd dispersal,100-999,,
Europe,United Kingdom,National,9,12,2010,9,12,2010,1,>10000,,students,"price increases, tax policy",crowd dispersal,,>10000,,
Europe,United Kingdom,Manchester,29,1,2011,29,1,2011,0,5000-10000,,"university students, National Union of Students","political behavior, process",crowd dispersal,,5000-10000,,
Europe,United Kingdom,Glasgow,17,2,2011,17,2,2011,0,2000-4999,,"university students, faculty, staff","political behavior, process",ignore,,2000-4999,,
Europe,United Kingdom,London,21,3,2011,21,3,2011,0,100-999,,anti war demonstrators,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,Edinburgh,22,3,2011,22,3,2011,0,2000-4999,,students,"price increases, tax policy",ignore,,2000-4999,,
Europe,United Kingdom,London,26,3,2011,26,3,2011,1,>10000,,"Trades Union Congress, teachers, nurses and public sector workers, militants, Black Bloc","political behavior, process",arrests,crowd dispersal,>10000,,
Europe,United Kingdom,Bristol,22,4,2011,22,4,2011,1,100-999,,squatters,police brutality,crowd dispersal,beatings,100-999,,
Europe,United Kingdom,Bristol,29,4,2011,29,4,2011,1,100-999,,masked protesters,police brutality,crowd dispersal,beatings,100-999,,
Europe,United Kingdom,"Glasgow, Strathclyde",22,6,2011,22,6,2011,0,50-99,,"university students, university staff","price increases, tax policy",ignore,,50-99,,
Europe,United Kingdom,"London, Glasgow, Exeter, Bristol, Nottingham, Liverpool, Manchester, Newcastle upon Tyne, Sheffield",30,6,2011,30,6,2011,0,>10000,,teachers and public sector workers,"political behavior, process",ignore,,>10000,,
Europe,United Kingdom,"Tottenham, London, Manchester, Birmingham, Liverpool, Bristol, Leicester, Wolverhampton, Midlands",6,8,2011,12,8,2011,1,2000-4999,,rioters,"political behavior, process",arrests,crowd dispersal,2000-4999,,
Europe,United Kingdom,Glasgow,18,10,2011,7,11,2011,0,100-999,,Occupy protesters,"political behavior, process",accomodation,,100-999,,
Europe,United Kingdom,Basildon,19,10,2011,19,10,2011,1,100-999,,residents of an encampment,"political behavior, process",crowd dispersal,,100-999,,
Europe,United Kingdom,London,5,11,2011,5,11,2011,0,100-999,,occupy protesters,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,9,11,2011,9,11,2011,0,2000-4999,,students,"price increases, tax policy",arrests,crowd dispersal,2000-4999,,
Europe,United Kingdom,London,10,11,2011,10,11,2011,0,50-99,,radical islamist group,"political behavior, process",ignore,,50-99,,
Europe,United Kingdom,Aberdeen,29,11,2011,29,11,2011,0,50-99,,students,"price increases, tax policy",ignore,,50-99,,
Europe,United Kingdom,Edinburgh,30,11,2011,30,11,2011,0,100-999,,Scotland for Marriage group,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,National,30,11,2011,30,11,2011,0,>10000,,workers,labor wage dispute,ignore,,>10000,,
Europe,United Kingdom,Edinburgh,5,12,2011,5,12,2011,0,50-99,,anti gay marriage activists,"political behavior, process",ignore,,50-99,,
Europe,United Kingdom,"London, Edinburgh, Bristol",15,10,2011,28,2,2012,0,2000-4999,,Occupy protesters,"political behavior, process",arrests,crowd dispersal,2000-4999,,
Europe,United Kingdom,"London, London Region",29,3,2012,29,3,2012,0,50-99,,"Leyton Members of the Occupy movement, local action group","political behavior, process",ignore,,50-99,,
Europe,United Kingdom,Edinburgh,28,4,2012,28,4,2012,0,2000-4999,,cyclists,"political behavior, process",ignore,,2000-4999,,
Europe,United Kingdom,"London, London Region",28,4,2012,28,4,2012,0,>10000,,cyclists,"political behavior, process",ignore,,>10000,,
Europe,United Kingdom,"London, London Region",10,5,2012,10,5,2012,0,>10000,,"off duty police officers, civil servants","price increases, tax policy",ignore,,>10000,,
Europe,United Kingdom,"Londonderry, Ulster",4,6,2012,4,6,2012,1,100-999,,IRA supporters,police brutality,arrests,,100-999,,
Europe,United Kingdom,Belfast,13,7,2012,13,7,2012,1,50-99,,Militant Catholic Youths ,"political behavior, process",crowd dispersal,arrests,50-99,,
Europe,United Kingdom,London,17,7,2012,17,7,2012,0,100-999,,Taxi Drivers,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,27,7,2012,27,7,2012,0,100-999,,Cyclists ,"political behavior, process",arrests,,100-999,,
Europe,United Kingdom,Renfrew,24,8,2012,24,8,2012,0,100-999,,Anti LGBT demonstrators,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,30,8,2012,30,8,2012,0,50-99,,Students,"political behavior, process",ignore,,50-99,,
Europe,United Kingdom,Belfast,2,9,2012,4,9,2012,1,100-999,,Loyalists ,"political behavior, process",crowd dispersal,,100-999,,
Europe,United Kingdom,London,12,10,2012,12,10,2012,0,100-999,,Veterans ,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,Belfast,18,10,2012,18,10,2012,0,100-999,,Anti Choice Demonstrators,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,Edinburgh,13,11,2012,13,11,2012,0,100-999,,Lawyers,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,Northern Ireland,3,12,2012,15,12,2012,1,1000-1999,,Loyalists ,"political behavior, process",arrests,beatings,1000-1999,,
Europe,United Kingdom,Belfast,7,1,2013,7,1,2013,1,100-999,,Loyalists,"political behavior, process",beatings,arrests,100-999,,
Europe,United Kingdom,Belfast,8,1,2013,8,1,2013,0,1000-1999,,Loyalists,"political behavior, process",crowd dispersal,arrests,1000-1999,,
Europe,United Kingdom,Belfast,12,1,2013,12,1,2013,1,100-999,,Loyalists,"political behavior, process",crowd dispersal,beatings,100-999,,
Europe,United Kingdom,South London,26,1,2013,26,1,2013,0,100-999,,Nurses,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,5,2,2013,5,2,2013,0,100-999,,Gay activists,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,University of Sussex,26,3,2013,26,3,2013,0,1000-1999,,students and lecturers,"political behavior, process",crowd dispersal,,1000-1999,,
Europe,United Kingdom,he Faslane naval base  Scotland,16,4,2013,16,4,2013,0,100-999,,activists,"political behavior, process",arrests,,100-999,,
Europe,United Kingdom,Balcombe,25,5,2013,25,5,2013,0,100-999,,People,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,Belfast,12,7,2013,12,7,2013,1,50-99,,"Loyalists, Unionists, Orange Order","political behavior, process",crowd dispersal,,50-99,,
Europe,United Kingdom,Belfast,13,7,2013,13,7,2013,1,50-99,,"Loyalists, Unionists, Orange Order","political behavior, process",crowd dispersal,,50-99,,
Europe,United Kingdom,Belfast,14,7,2013,14,7,2013,1,50-99,,"Loyalists, Unionists, Orange Order","political behavior, process",crowd dispersal,,50-99,,
Europe,United Kingdom,Belfast,15,7,2013,15,7,2013,1,50-99,,"Loyalists, Unionists, Orange Order","political behavior, process",crowd dispersal,,50-99,,
Europe,United Kingdom,London,16,7,2013,16,7,2013,0,100-999,,cyclists,"political behavior, process",accomodation,,100-999,,
Europe,United Kingdom,Balcombe,25,7,2013,21,8,2013,1,1000-1999,,"anti fracking activists, environmentalists, women, children",land farm issue,crowd dispersal,accomodation,1000-1999,,
Europe,United Kingdom,Belfast,9,8,2013,9,8,2013,1,50-99,,Loyalists,"political behavior, process",crowd dispersal,,50-99,,
Europe,United Kingdom,nationwide,14,8,2013,14,8,2013,0,50-99,,"Passengers, business leaders and trade unions","price increases, tax policy",ignore,,50-99,,
Europe,United Kingdom,London,2,9,2013,2,9,2013,0,5000-10000,,cyclists,"political behavior, process",accomodation,,5000-10000,,
Europe,United Kingdom,Manchester,30,9,2013,30,9,2013,0,1000-1999,,mail delivery workers,labor wage dispute,ignore,,1000-1999,,
Europe,United Kingdom,Edinburgh,30,10,2013,30,10,2013,0,100-999,,Stop Climate Chaos Scotland,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,29,11,2013,29,11,2013,0,1000-1999,,cyclists,"political behavior, process",ignore,,1000-1999,,
Europe,United Kingdom,London,8,1,2014,8,1,2014,1,100-999,,People,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,8,3,2014,8,3,2014,0,100-999,,barristers and solicitors,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,London,11,6,2014,11,6,2014,0,5000-10000,,"black cab drivers, Licensed Taxi Drivers Association  LTDA ",labor wage dispute,ignore,,5000-10000,,
Europe,United Kingdom,Glasgow,29,6,2014,29,6,2014,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,United Kingdom,London,1,7,2014,1,7,2014,0,100-999,,protesters,"political behavior, process",accomodation,,100-999,,
Europe,United Kingdom,London,1,8,2014,1,8,2014,0,>10000,,black cab drivers,labor wage dispute,ignore,,>10000,,
Europe,United Kingdom,Port Seton,3,9,2014,3,9,2014,0,100-999,,Coastal Regeneration Alliance  CRA ,"political behavior, process",ignore,,100-999,,
Europe,United Kingdom,Glasgow,12,9,2014,12,9,2014,0,50-99,,anti UKIP protesters,removal of politician,ignore,,50-99,,
Europe,United Kingdom,Glasgow,14,9,2014,14,9,2014,0,2000-4999,,Yes campaign supporters,"political behavior, process",ignore,,2000-4999,,
Europe,United Kingdom,London,21,9,2014,21,9,2014,0,>10000,,"activists, environmentalist","political behavior, process",ignore,,>10000,,
